従業員番号,氏名,会社コード,部門,部門コード,従業員区分,従業員区分コード,役職,役職コード,役職グループ,勤務体系,勤務体系コード,年月度,日付,曜日,カレンダー休日タイプ,届出,実績,工数,休日区分,勤休区分,勤務パターン,出勤区分,退勤区分,出勤打刻,退勤打刻,始業時刻,終業時刻,実労働時間,休憩時間,休憩時間調整,外出,不就業１区分,不就業１時間帯,不就業１時間,不就業２区分,不就業２時間帯,不就業２時間,所定内労働時間,所定内深夜時間,Flex時差,所定外勤務時間,法定内超勤時間,早出残業時間,普通残業時間,所定外深夜時間,特休勤務時間,公休勤務時間,休日深夜時間,深夜時間調整,調休換算時間,年休換算時間,時間予備１,乖離時間(開始),乖離時間(終了),特殊作業,緊急呼出,泊り,手当４,手当５,金額１区分,金額１,金額２区分,金額２,助勤部門,他時間１時間,他時間２部門,他時間２時間,他時間３部門,他時間３時間,年月日１,年月日２,備考理由,確定シフト,備考１,乖離理由,備考３,代理入力者,実績承認者,ＥＷレベル,ＥＷ,予定勤務パターン,予定始業時刻,予定終業時刻,予定休憩時間,予定休憩開始,予定残業時間,他時間４,他時間５,他時間６,他時間７,他時間８,他時間９,他時間１０,,,,,法定内超勤時間-t,早出残業時間-t,普通残業時間-t,実労働時間-t,所定内深夜時間-t,所定外深夜時間-t,深夜時間計-t,所定外勤務時間-t,休日深夜時間-t,乖離時間(開始)-t,乖離時間(終了)-t,年休換算時間-t,調休換算時間-t,不就業１時間-t,所定内労働時間-t,休憩時間-t,特休勤務時間-t,公休勤務時間-t,,,,,出勤打刻-t,退勤打刻-t,始業時刻-t,終業時刻-t
0001875,2875,10000,5750,575000,S,,,,,,,202511,20251130,日,公休,,■,,,,日勤3,,,10:44,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'16,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,16,0,0,0,0,740,100,0,0,,,,,1044,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202511,20251130,日,公休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251201,月,,,■,,特休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251201,月,,,■,,特休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251202,火,,,■,,,,日勤3,,,10:41,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,0,0,0,0,740,100,0,0,,,,,1041,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251202,火,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251203,水,,,■,,,,日勤3,,,10:41,19:47,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,00'07,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,7,0,0,0,740,100,0,0,,,,,1041,1947,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251203,水,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251204,木,,,■,,,,日勤3,,,10:41,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,0,0,0,0,740,100,0,0,,,,,1041,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251204,木,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251205,金,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251205,金,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251206,土,特休,,■,,公休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251206,土,特休,,■,,公休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251207,日,公休,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251207,日,公休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251208,月,,,■,,特休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251208,月,,,■,,特休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251209,火,,,■,,公休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251209,火,,,■,,公休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251210,水,,,■,,,,日勤,,,8:41,17:41,9:00,17:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,00'01,,,,,,,,,,,,,,,,,,,日勤,,,,,102,,,,9:00,17:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,1,0,0,0,740,100,0,0,,,,,841,1741,900,1740
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251210,水,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251211,木,,,■,,,,日勤,,,8:41,17:40,9:00,17:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,,,,,,,,,,,,,,,,,,,,日勤,,,,,102,,,,9:00,17:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,0,0,0,0,740,100,0,0,,,,,841,1740,900,1740
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251211,木,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251212,金,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251212,金,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251213,土,特休,,■,,特休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251213,土,特休,,■,,特休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251214,日,公休,,■,,,,日勤3,,,10:45,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'15,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,15,0,0,0,0,740,100,0,0,,,,,1045,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251214,日,公休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251215,月,,,■,,,,日勤3,,,10:44,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'16,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,16,0,0,0,0,740,100,0,0,,,,,1044,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251215,月,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251216,火,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251216,火,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251217,水,,,■,,公休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251217,水,,,■,,公休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251218,木,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251218,木,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251219,金,,,■,,,,日勤3,,,10:40,19:41,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,00'01,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,1,0,0,0,740,100,0,0,,,,,1040,1941,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251219,金,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251220,土,特休,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251220,土,特休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251221,日,公休,,■,,特休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251221,日,公休,,■,,特休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251222,月,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251222,月,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251223,火,,,■,,,,日勤3,,,10:40,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,0,0,0,0,740,100,0,0,,,,,1040,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251223,火,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251224,水,,,■,,,,日勤3,,,10:42,19:40,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'18,,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,18,0,0,0,0,740,100,0,0,,,,,1042,1940,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251224,水,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251225,木,,,■,,,,日勤3,,,10:41,19:41,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,00'01,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,1,0,0,0,740,100,0,0,,,,,1041,1941,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251225,木,,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251226,金,,,■,,公休,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,0:00,48:00:00,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251226,金,,,■,,公休,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251227,土,特休,,■,,,,日勤3,,,10:47,19:42,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'13,00'02,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,13,2,0,0,0,740,100,0,0,,,,,1047,1942,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251227,土,特休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251228,日,公休,,■,,,,日勤3,,,10:40,19:55,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'20,00'15,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,20,15,0,0,0,740,100,0,0,,,,,1040,1955,1100,1940
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251228,日,公休,,■,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
0001875,2875,10000,5750,575000,S,,,,,,,202512,20251229,月,,,■,,,,日勤3,,,10:41,19:41,11:00,19:40,07'40,01'00,,,,,,,,,07'40,,,,,,,,,,,,,,,00'19,00'01,,,,,,,,,,,,,,,,,,,日勤3,,,,,102,,,,11:00,19:40,01'00,,,,,,,,,,,,,,0,0,0,740,0,0,0,0,0,19,1,0,0,0,740,100,0,0,,,,,1041,1941,1100,1940
